username,platform,label,follower_count,following_count,friends_count,posts_count,account_age_days,has_profile_photo,has_cover_photo,bio_length,username_digit_ratio,username_length,friend_request_mutuals,profile_completeness,avg_likes_per_post,posts_per_week
aditya_okoye,instagram,real,836,371,75,63,708,1,1,50,0.0,12,15,0.9373,207.35,0.622
dev_vale,facebook,real,127,180,138,20,265,1,1,175,0.0,8,29,0.8705,19.14,0.525
elena_berg,twitter,real,190,200,4,14,53,1,0,42,0.0,10,1,0.5016,1.2,1.813
theomoreau3,facebook,real,227,106,339,4,18,1,1,204,0.0909,11,2,0.6911,30.33,1.512
accnew436,twitter,fake,13,953,5,7,15,0,0,10,0.3333,9,3,0.2252,2.89,17.104
deal_7634025,facebook,fake,11,740,6,2,15,0,0,37,0.5833,12,3,0.2608,0.87,13.229
official_11951,twitter,fake,38,1937,8,1,20,0,0,0,0.3571,14,3,0.1785,2.48,0.225
nina.costa2,facebook,real,283,190,1052,1,1363,1,0,18,0.0909,11,22,0.5427,4.64,0.005
deal_q221614,instagram,fake,42,1035,5,32,25,0,0,6,0.5,12,1,0.3249,1.27,8.979
official6329,twitter,fake,63,1171,3,9,59,1,0,2,0.3333,12,0,0.4039,2.2,1.104
rohansingh7,facebook,fake,1,2015,16,7,161,1,0,0,0.0909,11,0,0.4342,3.57,0.285
hugo_costa,twitter,real,280,605,12,5,802,1,0,12,0.0,10,41,0.5474,0.46,0.046
noah_kade3,instagram,real,316,663,13,762,737,1,1,83,0.1,10,4,1.0,39.22,7.234
id.771,facebook,fake,9,1557,19,3,36,0,0,0,0.5,6,1,0.1941,1.13,0.515
samir.vale,facebook,real,400,55,216,80,1340,1,1,91,0.0,10,22,1.0,70.75,0.418
freyapark2,facebook,real,219,206,718,12,562,1,1,20,0.1,10,14,0.7592,1.88,0.151
luciasantos,twitter,real,1029,167,46,328,933,1,0,133,0.0,11,7,0.8333,4.44,2.461
maya_alvarez3,instagram,real,1295,401,17,80,2785,1,0,130,0.0769,13,10,0.8333,76.13,0.202
marco_hassan2,facebook,real,308,128,123,2,52,1,0,38,0.0769,13,2,0.4452,3.07,0.303
kai_weiss,facebook,real,390,141,551,33,681,1,1,152,0.0,9,16,0.9694,27.5,0.336
official.real878,facebook,fake,119,542,48,32,1555,1,1,130,0.1875,16,9,0.9655,9.82,0.143
new.bot65114,facebook,fake,21,591,25,1,27,0,0,17,0.4167,12,3,0.2183,6.6,0.233
marco_iyer3,facebook,real,189,112,323,12,34,1,0,127,0.0909,11,2,0.5666,36.84,2.523
follow_21434,facebook,fake,14,868,39,2,135,1,1,37,0.4167,12,4,0.6484,1.3,0.122
theo_costa,facebook,real,423,199,487,129,368,1,1,115,0.0,10,5,1.0,11.18,2.451
elena.khan90,facebook,real,67,336,431,103,749,1,0,81,0.1667,12,12,0.8333,17.77,0.958
felix_costa90,instagram,real,963,340,19,165,1735,1,0,77,0.1538,13,5,0.8264,43.57,0.665
nina.khan3,facebook,real,126,196,454,10,29,1,1,172,0.1,10,3,0.7217,8.67,2.419
ravinguyen3,twitter,real,1042,580,62,318,1241,1,1,23,0.0909,11,21,0.8806,80.19,1.792
winq061,facebook,fake,42,864,6,7,36,1,0,0,0.4286,7,1,0.3784,0.67,1.325
freya.dsouza,facebook,real,96,83,824,123,610,1,0,83,0.0,12,65,0.8333,42.79,1.413
kai.park,instagram,real,617,258,28,69,640,1,0,50,0.0,8,28,0.7711,14.69,0.754
siennakhan97,facebook,real,292,130,420,78,894,1,1,56,0.1667,12,14,0.9503,9.73,0.609
q_bot420234,facebook,fake,8,806,9,3,48,0,1,31,0.5455,11,1,0.4347,1.83,0.5
official_xx5307,twitter,fake,3,747,7,29,14,1,1,22,0.2667,15,1,0.6731,5.5,14.479
follow857631,facebook,fake,3,742,9,5,5,1,0,0,0.5,12,2,0.3553,0.48,7.329
ravi_rao2,facebook,real,191,256,605,24,497,1,1,127,0.1111,9,36,0.9321,43.83,0.334
sienna_costa93,twitter,real,711,200,19,37,229,1,0,117,0.1429,14,19,0.7585,6.44,1.129
aisha.park,instagram,real,1164,100,38,14,27,1,0,172,0.0,10,3,0.5688,9.11,3.515
lucia.alvarez2,facebook,real,67,83,618,17,25,1,0,6,0.0714,14,2,0.4276,4.65,4.798
freya.nguyen,twitter,real,156,154,8,15,44,1,0,149,0.0,12,4,0.5846,1.47,2.461
omarsingh4,twitter,fake,8,2652,19,5,57,1,0,26,0.1,10,1,0.4325,0.76,0.576
dev.costa,instagram,real,94,372,36,15,18,1,0,107,0.0,9,5,0.5703,5.44,5.79
leobrook3,twitter,real,390,175,15,17,6,1,1,110,0.1111,9,4,0.7398,1.08,19.717
noah_moreau,twitter,real,233,98,15,462,760,1,0,111,0.0,11,6,0.8333,32.4,4.253
theobrook,facebook,real,67,145,411,73,200,1,1,94,0.0,9,13,0.9247,26.64,2.547
aditya_chen2,facebook,real,151,299,612,13,22,1,1,159,0.0833,12,2,0.73,1.61,4.072
id_user21785,twitter,fake,6,1210,2,7,15,1,0,41,0.4167,12,1,0.4543,1.34,16.964
xx.7141082,instagram,fake,44,2014,9,3,21,0,0,5,0.7,10,2,0.1997,5.11,0.971
q_106,instagram,fake,13,2711,11,0,17,1,1,17,0.6,5,6,0.545,3.0,0.175
rohan_singh95,instagram,real,589,600,21,42,275,1,0,76,0.1538,13,31,0.7846,11.29,1.066
xx_new37204,twitter,fake,124,736,5,62,23,1,0,72,0.4545,11,15,0.6602,23.17,18.979
bot_q715,instagram,fake,40,1537,5,3,36,0,1,0,0.375,8,3,0.3621,1.8,0.575
luciadsouza,twitter,real,487,312,5,922,225,1,0,141,0.0,11,21,0.7694,9.86,28.671
lucia.park3,facebook,real,35,179,345,10,667,1,1,2,0.0909,11,4,0.7136,5.62,0.107
nina.chen2,twitter,real,259,371,25,287,713,1,1,54,0.1,10,27,0.9451,23.2,2.82
ninasingh5,instagram,fake,15,722,11,6,65,0,0,40,0.1,10,1,0.3055,5.38,0.66
aditya.brook,facebook,real,1286,193,96,116,273,0,0,48,0.0,12,17,0.5587,44.25,2.984
rohan.iyer2,facebook,real,284,468,193,158,457,1,1,99,0.0909,11,24,1.0,31.19,2.424
kaiweiss4,instagram,real,415,372,23,185,1493,1,1,118,0.1111,9,17,1.0,130.85,0.866
freyanair,twitter,real,238,426,21,387,603,1,0,109,0.0,9,8,0.8333,22.65,4.492
noahsantos6,instagram,fake,62,1686,3,3,46,0,0,0,0.0909,11,4,0.1983,5.36,0.389
id.744,instagram,fake,3,1917,26,11,7,1,0,0,0.5,6,1,0.3823,2.51,8.087
aishaweiss90,twitter,real,536,234,22,182,353,1,1,85,0.1667,12,50,0.9945,8.89,3.619
omar.nguyen4,instagram,real,5973,167,24,543,535,1,0,88,0.0833,12,45,0.8333,28.24,7.099
net_real863,instagram,fake,13,1864,6,0,17,0,1,6,0.2727,11,1,0.3548,1.36,0.147
rohanrao4,twitter,fake,155,2864,3,42,38,1,1,51,0.1111,9,3,0.7908,17.38,7.668
clara_nguyen2,facebook,real,518,311,183,142,2747,1,1,38,0.0769,13,16,0.9125,26.59,0.363
isla.dsouza,twitter,real,540,237,13,49,1923,1,0,22,0.0,11,16,0.7128,4.27,0.179
id_9506,facebook,fake,9,1039,16,2,28,0,0,46,0.5714,7,3,0.2833,1.24,0.458
hugomoreau2,facebook,real,291,85,672,23,1110,1,1,107,0.0909,11,7,0.9292,32.61,0.145
official.acc867218,facebook,fake,6,1249,50,17,792,1,0,0,0.3333,18,3,0.5719,6.11,0.152
leokhan,facebook,real,392,136,108,0,17,1,1,17,0.0,7,6,0.5447,0.65,0.086
maya_chen2,instagram,real,780,217,15,19,15,1,0,145,0.1,10,7,0.5847,33.39,8.721
leila.park98,facebook,real,251,170,280,115,918,1,1,123,0.1667,12,4,1.0,8.42,0.878
siennachen6,facebook,fake,449,585,32,26,40,1,1,38,0.0909,11,11,0.7047,41.4,4.509
user.269,facebook,fake,36,581,12,19,45,0,0,31,0.375,8,1,0.3296,3.67,2.879
noah.nair,instagram,real,1020,497,16,68,576,1,1,25,0.0,9,13,0.8847,124.05,0.825
official_follow469586,instagram,fake,58,1226,6,20,18,0,0,17,0.2857,21,1,0.1835,3.03,7.68
promo0355172,facebook,fake,40,722,18,3,16,1,1,47,0.5833,12,2,0.6168,1.69,1.288
freya_berg4,twitter,real,97,285,28,176,1543,1,0,44,0.0909,11,19,0.7592,4.37,0.798
quser169,instagram,fake,4,830,5,1,24,0,0,19,0.375,8,0,0.2232,1.06,0.418
anika.iyer2,facebook,real,149,123,182,14,15,1,1,99,0.0909,11,4,0.7338,6.9,6.756
luciarao2,facebook,real,2081,63,418,3,26,0,1,57,0.1111,9,6,0.475,15.94,0.726
omarnair3,facebook,real,91,48,392,88,500,1,1,125,0.1111,9,53,1.0,8.8,1.228
followofficial11598,twitter,fake,45,1000,17,1,11,0,0,39,0.2632,19,1,0.1487,1.12,0.756
acc.promo1791,facebook,fake,15,807,147,12,29,0,0,29,0.3077,13,1,0.2916,5.65,3.015
net.5812,instagram,fake,11,1006,9,5,22,0,0,22,0.5,8,1,0.2419,3.14,1.512
isla.brook,instagram,real,516,144,44,139,988,1,0,70,0.0,10,26,0.8127,32.45,0.987
xx.8646,facebook,fake,196,871,52,54,15,1,0,100,0.5714,7,1,0.6735,6.66,25.053
nina_alvarez,instagram,real,519,182,12,193,1284,1,1,118,0.0,12,12,1.0,91.05,1.05
net.promo7516,instagram,fake,370,1333,10,22,1074,1,1,136,0.3077,13,13,0.9259,13.37,0.145
dealq9942747,facebook,fake,15,679,44,11,9,1,0,0,0.5833,12,2,0.3851,1.57,5.882
theosantos,twitter,real,187,100,16,42,603,1,1,13,0.0,10,15,0.8614,12.76,0.484
ravi_moreau,instagram,real,64,228,12,70,1353,1,0,61,0.0,11,18,0.7942,12.58,0.361
iddeal330,facebook,fake,12,755,45,1,8,0,1,82,0.3333,9,1,0.5079,1.79,0.891
user.195851,facebook,fake,17,1121,45,2,62,1,0,46,0.5455,11,1,0.4663,1.76,0.261
leo.brook,twitter,real,2389,560,3,207,262,1,1,102,0.0,9,13,0.953,24.03,5.525
q.win488021,facebook,fake,5,498,17,16,11,1,0,54,0.5455,11,1,0.5181,0.84,16.508
rohan_santos3,facebook,real,19,54,473,62,1313,1,1,80,0.0769,13,32,1.0,10.41,0.332
leila_rao92,facebook,real,372,96,329,9,40,1,0,69,0.1818,11,4,0.5318,8.69,1.546
felix_chen99,twitter,real,245,342,10,19,39,1,0,65,0.1667,12,5,0.5664,0.43,3.464
real.2284,instagram,fake,383,920,16,21,1625,1,1,77,0.4444,9,4,0.9155,46.41,0.091
freyaberg6,facebook,fake,29,626,13,1,90,1,0,10,0.1,10,3,0.3999,1.34,0.093
omar_chen2,instagram,real,952,133,32,78,259,0,1,0,0.1,10,6,0.6183,21.56,2.113
real.35497,instagram,fake,9,973,6,2,35,0,1,9,0.5,10,1,0.3748,9.37,0.372
idofficial595460,facebook,fake,16,1724,18,3,14,1,0,2,0.375,16,4,0.357,1.5,5.185
id_470,instagram,fake,18,904,11,2,52,1,0,12,0.5,6,1,0.3921,10.06,0.315
samir.berg,instagram,real,356,438,31,9,990,1,0,164,0.0,10,38,0.7047,28.85,0.065
marco.berg2,twitter,real,1038,40,24,276,167,0,1,39,0.0909,11,7,0.6585,17.34,11.574
user.137887,facebook,fake,44,762,14,30,1353,1,0,35,0.5455,11,1,0.6962,4.1,0.153
omarnguyen3,facebook,fake,47,608,35,10,43,1,0,25,0.0909,11,2,0.4469,12.47,1.652
xx_3274,twitter,fake,4,1194,18,31,22,1,0,1,0.5714,7,1,0.4742,0.53,9.779
rohan_brook2,twitter,real,252,479,28,118,294,1,0,38,0.0833,12,17,0.7135,8.97,2.81
priyachen1,twitter,fake,13,853,3,5,26,0,0,15,0.1,10,2,0.2318,1.24,1.472
zara_brook2,instagram,real,1084,253,15,10,220,1,0,5,0.0909,11,29,0.4854,3.11,0.317
jonasberg3,instagram,fake,2,1454,3,15,15,0,1,5,0.1,10,1,0.4118,8.65,6.832
nina_park2,instagram,real,248,229,17,89,948,1,1,55,0.1,10,22,0.9473,297.58,0.657
xxofficial0385,facebook,fake,7,1358,8,4,30,0,0,6,0.2857,14,3,0.2071,2.68,0.818
theo.park2,instagram,real,939,191,93,23,37,1,0,148,0.1,10,8,0.6109,12.82,4.27
mayacosta93,twitter,real,16,120,53,531,663,1,1,116,0.1818,11,35,1.0,20.24,5.603
q_tmp97692,facebook,fake,10,398,8,20,1447,1,0,30,0.5,10,1,0.6451,1.69,0.097
ravivale92,twitter,real,128,128,58,17,36,1,1,119,0.2,10,1,0.7533,6.9,3.274
official_457,instagram,fake,37,1003,5,12,11,0,0,17,0.25,12,5,0.2574,2.78,7.867
freyakhan96,facebook,real,98,78,178,10,650,1,1,110,0.1818,11,6,0.8765,10.55,0.112
rohanpark2,facebook,real,27,93,223,160,594,1,1,99,0.1,10,16,1.0,77.69,1.882
zara_moreau2,twitter,real,32,192,10,33,864,1,0,84,0.0833,12,11,0.8037,13.08,0.267
promo.283,twitter,fake,49,1339,2,28,79,0,0,18,0.3333,9,2,0.3581,1.09,2.498
freya.singh2,twitter,real,137,326,44,1320,415,0,0,55,0.0833,12,5,0.6143,7.3,22.258
anikarao,facebook,real,745,166,350,46,1308,1,1,34,0.0,8,4,0.9046,31.03,0.246
luciavale,twitter,real,320,250,18,142,440,1,0,11,0.0,9,6,0.689,24.1,2.256
clara_brook2,facebook,real,50,193,316,170,901,1,1,202,0.0833,12,40,1.0,51.34,1.32
leoberg,facebook,real,80,270,217,34,810,1,1,68,0.0,7,26,0.9512,13.24,0.295
maya_park2,facebook,real,527,113,481,57,1021,1,1,119,0.1,10,35,1.0,24.56,0.388
bot.net9858129,facebook,fake,10,537,115,1,10,0,0,48,0.5,14,1,0.2726,1.56,0.401
leo_weiss97,facebook,real,106,142,507,204,421,1,0,87,0.1818,11,20,0.8333,20.71,3.391
leila.vale,instagram,real,224,205,45,94,723,1,1,38,0.0,10,13,0.9125,29.86,0.906
meera.santos4,twitter,real,223,377,16,17,17,0,0,98,0.0769,13,1,0.4107,4.43,6.878
amarapark3,instagram,real,118,159,60,149,1094,1,1,58,0.1,10,12,0.9538,47.42,0.956
win_win8001096,twitter,fake,7,776,4,2,68,1,0,3,0.5,14,1,0.3776,0.34,0.169
q_tmp50992,instagram,fake,13,696,9,8,23,0,1,38,0.5,10,1,0.4556,3.31,2.435
meera.chen2,facebook,real,164,164,587,113,653,1,1,39,0.0909,11,5,0.9136,15.46,1.209
elena_vale,facebook,real,271,177,378,15,11,1,1,106,0.0,10,2,0.7335,7.39,9.436
leiladsouza7,instagram,fake,44,1672,3,0,61,0,0,64,0.0833,12,3,0.33,0.86,0.045
tmp_bot74436,instagram,fake,12,819,1,8,34,0,0,0,0.4167,12,2,0.2138,7.48,1.561
leila.alvarez4,facebook,real,481,151,540,18,31,1,1,145,0.0714,14,2,0.7552,1.11,4.032
tmp_41833,twitter,fake,17,1733,2,1,22,1,0,4,0.5556,9,1,0.3569,1.13,0.377
id_deal630331,instagram,fake,7,714,5,3,70,1,0,17,0.4615,13,1,0.4122,3.26,0.255
bot_bot75118,facebook,fake,25,600,27,2,12,0,0,40,0.4167,12,2,0.2649,2.58,1.396
net_41507,facebook,fake,17,292,64,14,1401,1,0,30,0.5556,9,1,0.6204,1.03,0.069
win690,twitter,fake,257,3595,11,68,90,1,1,111,0.5,6,6,0.8744,15.84,5.283
promo631,facebook,fake,77,592,47,4,8,1,0,26,0.375,8,2,0.4084,1.1,8.331
leila_dsouza93,facebook,real,94,119,509,42,618,1,0,32,0.1429,14,3,0.7339,80.49,0.472
lucia_vale2,instagram,real,1503,153,16,42,212,0,1,37,0.0909,11,43,0.673,206.57,1.398
ravi.nair3,facebook,real,898,219,211,79,295,1,1,97,0.1,10,96,0.968,37.33,1.876
official_0210,facebook,fake,28,248,18,3,53,1,1,39,0.3077,13,0,0.618,2.0,0.388
jonas_iyer,facebook,real,469,93,492,101,450,1,1,51,0.0,10,8,0.9391,4.77,1.578
new_xx290833,instagram,fake,289,1106,3,61,21,1,0,66,0.5,12,5,0.6474,33.87,20.193
new6985487,facebook,fake,18,986,16,3,44,0,1,15,0.7,10,2,0.3978,2.5,0.502
marco_berg92,facebook,real,84,104,295,6,46,1,1,0,0.1667,12,5,0.5443,4.49,0.849
promo21885,facebook,fake,43,1167,81,24,696,1,0,27,0.5,10,3,0.6555,0.92,0.238
freyaokoye2,facebook,real,299,209,238,47,2673,1,1,201,0.0909,11,8,1.0,4.84,0.123
islaalvarez2,facebook,real,1891,242,294,133,729,1,1,50,0.0833,12,12,0.9366,24.56,1.276
rohandsouza3,facebook,real,1251,95,386,188,1184,1,0,53,0.0833,12,48,0.7778,7.24,1.113
priyaberg1,facebook,fake,27,1508,20,1,8,1,0,25,0.1,10,3,0.3926,0.88,0.634
ravimoreau,instagram,real,3183,313,20,94,1971,1,0,66,0.0,10,10,0.8042,56.28,0.333
q_id3234,facebook,fake,33,530,39,4,124,1,0,18,0.5,8,2,0.4449,1.6,0.229
luciahassan3,twitter,fake,4,1748,2,2,35,1,0,31,0.0833,12,1,0.4207,1.03,0.376
ravibrook5,twitter,fake,1,693,3,9,52,0,0,14,0.1,10,1,0.2583,1.34,1.23
acc.bot814588,twitter,fake,39,735,7,6,220,0,0,0,0.4615,13,1,0.2913,2.31,0.185
follow_1544191,facebook,fake,9,1601,30,10,24,0,0,54,0.5,14,2,0.3307,4.25,2.842
promo.win6780,facebook,fake,3,798,12,1,13,0,0,34,0.3077,13,3,0.2464,1.74,0.27
omar_berg3,facebook,real,277,160,205,7,49,1,1,69,0.1,10,7,0.6963,5.21,1.062
nina_vale,instagram,real,66,203,10,116,358,1,0,103,0.0,9,13,0.8301,118.75,2.26
felix.iyer,instagram,real,81,167,14,10,12,1,0,93,0.0,10,3,0.5461,14.23,5.69
rohankade3,instagram,real,458,243,15,14,30,1,1,139,0.1,10,1,0.7406,15.59,3.373
lucia.dsouza3,instagram,real,173,165,11,2,29,1,1,86,0.0769,13,3,0.69,13.7,0.587
bot.q202524,instagram,fake,19,1245,7,25,33,1,0,39,0.5455,11,1,0.5319,1.2,5.248
rohankade98,facebook,real,84,114,602,48,581,1,1,140,0.1818,11,7,1.0,2.89,0.576
bot_64971,twitter,fake,7,701,6,8,90,0,0,19,0.5556,9,2,0.28,0.53,0.61
leopark3,instagram,fake,180,577,22,2,4,1,0,5,0.125,8,3,0.3536,3.55,3.76
leila_park,instagram,real,283,213,111,3,2084,1,1,18,0.0,10,31,0.7151,9.24,0.009
tmp.20375,twitter,fake,3,1397,8,4,29,0,1,0,0.5556,9,2,0.3612,3.61,0.848
kai_chen,twitter,real,731,148,13,22,31,1,0,150,0.0,8,5,0.604,1.88,4.869
q_q9801,facebook,fake,32,1392,10,5,18,0,0,31,0.5714,7,1,0.26,1.92,4.353
leo.chen3,instagram,real,106,424,26,5,50,1,1,170,0.1111,9,4,0.7124,30.96,0.769
zarasingh6,instagram,fake,33,1017,6,5,30,0,0,12,0.1,10,1,0.2285,2.4,1.243
tmpwin26456,twitter,fake,12,724,1,10,42,0,0,29,0.4545,11,1,0.2892,4.74,1.72
lucia_iyer2,facebook,real,247,66,908,141,192,1,1,106,0.0909,11,8,0.921,51.44,5.141
lucia.chen3,twitter,real,379,655,19,88,472,0,0,156,0.0909,11,11,0.6667,7.41,1.302
omar.santos932,instagram,real,835,882,42,42,364,1,1,133,0.2143,14,14,0.9995,115.62,0.806
priya.okoye97,instagram,real,190,246,14,243,446,1,1,169,0.1538,13,24,1.0,84.28,3.817
ravi_nguyen2,instagram,real,288,737,16,19,9,1,1,119,0.0833,12,1,0.7504,16.42,14.868
felix_brook2,instagram,real,189,227,93,78,836,1,1,74,0.0833,12,10,0.9873,45.06,0.654
official_xx4537,facebook,fake,31,662,28,2,17,0,1,13,0.2667,15,4,0.3773,1.28,0.887
official.id362,instagram,fake,28,907,8,6,33,1,0,43,0.2143,14,2,0.4626,9.58,1.229
official_bot9547,facebook,fake,6,813,16,2,24,0,0,1,0.25,16,1,0.1895,1.72,0.619
kaisingh,twitter,real,548,149,15,20,11,1,0,45,0.0,8,8,0.5164,2.54,12.782
qq3272738,instagram,fake,9,1362,5,4,66,1,0,9,0.7778,9,1,0.3981,1.01,0.415
win_189187,facebook,fake,4,693,13,20,1968,1,0,6,0.6,10,2,0.5956,7.52,0.071
ravihassan,twitter,real,105,129,33,781,150,1,1,68,0.0,10,5,0.8763,40.52,36.445
aishaalvarez8,instagram,fake,24,1279,5,7,24,0,0,40,0.0769,13,2,0.2913,1.83,2.072
omar.khan4,instagram,real,460,97,37,49,1639,1,1,134,0.1,10,24,1.0,52.35,0.207
real.q0879,facebook,fake,7,2715,11,18,24,1,1,36,0.4,10,0,0.662,0.78,5.302
zaramoreau3,facebook,real,482,152,451,88,479,1,0,72,0.0909,11,15,0.8163,8.39,1.293
lucia.berg,twitter,real,842,373,21,316,5200,1,0,96,0.0,10,4,0.8333,4.61,0.425
clara.santos3,twitter,real,729,151,4,19,23,0,0,143,0.0769,13,7,0.4238,4.62,5.84
q_new4578376,instagram,fake,26,1816,24,6,18,0,0,24,0.5833,12,1,0.2473,2.18,2.167
bot346276,facebook,fake,13,750,22,5,12,1,1,10,0.6667,9,1,0.5469,0.73,2.835
acc4651571,facebook,fake,10,615,29,7,32,0,1,12,0.7,10,1,0.403,2.01,1.561
freyachen3,instagram,real,197,508,40,53,952,1,1,53,0.1,10,6,0.9446,8.73,0.39
newid977674,facebook,fake,63,704,7,1,54,1,0,24,0.5455,11,1,0.4124,0.62,0.151
theomoreau92,instagram,real,2786,189,29,266,223,1,1,41,0.1667,12,11,0.8534,56.21,8.339
rohansantos2,facebook,real,16,278,760,236,232,1,1,55,0.0833,12,4,0.8867,11.75,7.115
lucia.nguyen2,instagram,real,136,417,41,68,1481,1,0,80,0.0769,13,24,0.8333,26.33,0.319
mayapark5,instagram,fake,8,2853,7,12,157,0,0,19,0.1111,9,1,0.3254,3.57,0.517
priya_dsouza2,facebook,real,1475,164,329,10,337,1,1,70,0.0769,13,7,0.8385,14.91,0.199
new_6871,facebook,fake,378,814,24,37,4,1,0,116,0.5,8,2,0.6541,27.33,4.554
omarsantos,facebook,real,576,264,165,35,304,1,1,54,0.0,10,14,0.8964,60.95,0.803
rohan_alvarez,facebook,real,236,161,270,60,1765,1,1,19,0.0,13,16,0.8723,31.6,0.238
samir.alvarez2,instagram,real,3230,202,27,13,1611,1,1,62,0.0714,14,28,0.8508,206.58,0.057
jonasvale,instagram,real,224,184,58,14,201,1,1,13,0.0,9,9,0.6751,6.15,0.478
isla.nguyen4,facebook,real,66,126,253,41,4148,1,1,95,0.0833,12,11,1.0,6.9,0.069
omarmoreau4,instagram,fake,15,482,13,29,1886,1,0,5,0.0909,11,2,0.6294,5.24,0.106
bot.xx965663,facebook,fake,252,405,66,60,7,1,0,55,0.5,12,13,0.6186,16.17,12.666
amarabrook3,facebook,real,110,110,589,85,1268,1,0,140,0.0909,11,11,0.8333,14.36,0.471
anika_vale3,twitter,real,360,324,32,49,1021,1,0,48,0.0909,11,32,0.766,18.22,0.333
win.8168,instagram,fake,64,1294,6,1,12,0,0,19,0.5,8,2,0.2136,10.29,0.343
meera_alvarez,facebook,real,19,155,703,46,610,1,1,132,0.0,13,26,1.0,12.39,0.528
promopromo0078077,facebook,fake,205,680,10,53,220,1,1,95,0.4118,17,16,0.9338,30.64,1.672
zara.berg,facebook,real,240,99,197,323,1230,1,1,96,0.0,9,12,1.0,11.13,1.837
arjuncosta3,twitter,real,428,351,3,18,39,1,0,93,0.0909,11,5,0.5911,1.71,3.158
islavale99,facebook,real,703,197,513,54,179,1,1,121,0.2,10,11,0.9151,34.53,2.118
meerachen2,twitter,real,92,326,23,608,680,1,0,27,0.1,10,29,0.7228,7.97,6.255
officialxx9107107,instagram,fake,17,1292,9,2,7,0,1,7,0.4118,17,2,0.3586,3.77,1.593
dev_moreau2,facebook,real,250,58,202,57,403,1,0,13,0.0909,11,5,0.6946,30.01,0.99
isla_kade2,twitter,real,1604,104,7,10,507,1,1,18,0.1,10,11,0.7481,9.56,0.145
leo.brook92,facebook,real,89,185,381,15,12,1,1,96,0.1818,11,1,0.7349,6.22,8.787
acc.1632,instagram,fake,9,2044,7,10,11,0,0,0,0.5,8,2,0.214,1.62,6.366
aisha.nair2,instagram,real,284,331,40,71,1513,1,1,102,0.0909,11,25,1.0,98.41,0.329
acc.479,instagram,fake,28,1614,32,5,12,0,0,7,0.4286,7,2,0.2076,2.54,2.826
priya.chen,instagram,real,721,102,69,136,199,1,1,154,0.0,10,9,0.9242,219.88,4.776
user_xx070,instagram,fake,6,768,16,2,75,1,0,27,0.3,10,2,0.4326,1.49,0.197
marco_okoye,twitter,real,509,132,3,428,263,1,1,160,0.0,11,5,0.9534,3.65,11.385
tmp234171,instagram,fake,5,892,2,5,27,1,0,20,0.6667,9,1,0.4086,1.29,1.275
tmpfollow4673,twitter,fake,12,1097,1,7,78,1,0,57,0.3077,13,3,0.5176,2.78,0.657
meera_moreau2,facebook,real,475,101,125,60,1667,1,0,66,0.0769,13,26,0.8047,11.53,0.252
clara.brook99,instagram,real,301,418,51,277,280,1,1,130,0.1538,13,28,0.9612,39.17,6.93
leo_weiss,facebook,real,169,132,698,132,667,1,0,51,0.0,9,32,0.772,26.78,1.386
meera.chen3,facebook,real,189,243,722,3,30,1,1,136,0.0909,11,1,0.6911,2.42,0.6
samir_vale5,facebook,real,443,81,287,48,537,1,1,113,0.0909,11,7,1.0,34.88,0.625
tmpid9054862,instagram,fake,77,707,8,4,93,1,1,36,0.5833,12,1,0.6344,2.35,0.317
win_new592793,twitter,fake,8,742,4,27,816,1,0,28,0.4615,13,4,0.6703,1.79,0.229
priya.khan3,instagram,real,662,151,21,45,218,1,1,89,0.0909,11,7,0.9329,78.57,1.43
clara.khan,facebook,real,59,65,455,49,302,1,1,100,0.0,10,11,0.9712,32.81,1.146
user_deal226427,facebook,fake,14,1012,11,5,37,0,0,0,0.4,15,2,0.2032,1.59,0.891
new.89874,instagram,fake,65,1414,6,32,1427,1,0,23,0.5556,9,4,0.6801,3.23,0.156
sienna.kade2,instagram,real,167,459,31,112,925,1,1,115,0.0833,12,20,1.0,296.78,0.85
dev_okoye2,instagram,real,1745,212,19,498,926,1,1,124,0.1,10,14,1.0,61.04,3.766
official.follow476,twitter,fake,19,1076,3,4,31,1,0,27,0.1667,18,2,0.4208,3.81,0.893
hugo_moreau98,facebook,real,457,137,469,48,131,1,1,106,0.1538,13,26,0.8932,2.99,2.552
win_follow57220,twitter,fake,19,543,3,1,12,0,0,33,0.3333,15,1,0.2458,3.15,0.621
aditya.khan,instagram,real,347,307,137,178,251,1,1,60,0.0,11,13,0.9065,201.74,4.967
adityakade,facebook,real,84,96,386,98,842,1,1,109,0.0,10,11,1.0,10.16,0.818
user_64686,facebook,fake,4,719,21,2,33,0,0,7,0.5,10,1,0.2047,0.72,0.421
siennaweiss3,twitter,real,63,118,3,169,484,1,0,94,0.0833,12,39,0.8333,9.96,2.444
marco_hassan3,facebook,real,281,190,865,7,20,1,1,75,0.0769,13,2,0.6944,6.76,2.515
kaikhan4,facebook,real,1561,267,141,40,781,1,0,116,0.125,8,13,0.8333,14.13,0.359
arjunchen,instagram,real,2535,128,31,32,794,1,0,44,0.0,9,19,0.7265,51.73,0.284
arjun.singh,facebook,real,466,73,301,11,1298,1,1,87,0.0,11,22,0.8798,20.69,0.06
promo.net52100,facebook,fake,51,608,13,5,9,1,0,21,0.3571,14,1,0.4032,1.27,3.955
claranguyen2,twitter,real,546,43,34,164,455,1,0,85,0.0833,12,9,0.8333,24.6,2.525
